address,dumpster_size,price
"630 W 5th St, Los Angeles, CA 90071","888-524-8101888-524-8101Order Summary$-- Dumpster rentals made easy.  Order online now! 1Choose Your Roll Off Dumpster 1. Where do you need the dumpster?2. What do you need the dumpster for?Home/Garage CleanoutHome RemodelYard Cleanup/ LandscapingBathroom/ Kitchen DemoRoofing/Siding Tear DownAnother Typeof Project3. What are you throwing away?Mixed HouseholdTrashConstructionDebrisYard or OrganicMaterialHeavy Stuff(Brick, Dirt, etc)Have questions about accepted and prohibited materials? Click here to see what you can throw away in our dumpsters.Search Available DumpstersChoose the best dumpster size for your project.Holds: 50-70 Trash Bags, or 3 Pickup Truck LoadsBest For: Attic Cleanouts, Light Demolition & Concrete Disposal10 Yard Roll Off $--Available Delivery Dates:Lock in This RateWhat's Included:1-888-524-8101Disclaimer: All dumpster dimensions may vary slightly, but their total volume is accurate. Prices and availability are subject to change.ContinueNeed a Custom Quote? Call 1-888-524-8101 to connect with a dumpster rental expert and get personalized waste removal services for your project's needs.2Service Info & Placement3Payment Information Select Your Dumpster in Five Easy Steps! 1Enter anAddress2Choose a Project3Select YourDebris4SearchDumpsters5Add toCart!Running Multiple Jobsites?Get a dedicated account manager to set up reliable waste solutions for any project nationwide, from roll off dumpsters to portable sanitation. Give us a call to learn more, orRequest a Custom Project QuoteAccepted MaterialsHousehold junk and debris from construction or home improvement projects are typically allowed in a dumpster. Learn more about the items that can be thrown away in most areas.Disclaimer: Local waste ordinances in some service areas prevent us from disposing of certain items normally included in our Flat Rate Pricing. Have questions? Reach out by phone at 1-888-524-8101 or LiveChat.Mixed Household TrashClothing, Toys & KnickknacksWooden Furniture & MattressesAppliances & ElectronicsConstruction DebrisDrywall, Tile, Flooring Materials & CountertopsRoof Shingles & Lumber Yard WasteShrubs & LeavesBranches & LogsTree StumpsHeavy MaterialsBrickBlockAsphaltConcreteRocksDirtPlease note: If you’re throwing more than one type of heavy material in the same dumpster, give our team a call so we can find you the right dumpster rental.Want more info? Check out our Accepted & Prohibitied Materials Page.Prohibited ItemsWhile you can toss most common items in a roll off dumpster, these materials are not allowed:Tires & Railroad TiesIndustrial Drums & Contaminated AbsorbentsFlammable Waste, Including Fuels, Oils, Batteries, Paints & LacquersAsbestos, Medical Waste & Other Hazardous MaterialsInks, Resins & AdhesivesFood WasteRefrigerators, Air Conditioners & Water TanksExcellentRated 4.3 out of 5 based on 686 reviews on by AdamMay 1Very easy to useVery easy to use, helpful clear website and people. Literally my only issue was a mix up on the pick up date. But I called and they got it taken care of, it just took a couple of days for the local company to get on it. But the Dumpsters.com people were fantastic. I would recommend highly.  by Michael lauApril 30I have used them for a while! I have been using these people for a few years with my little 2 yard Dumpster and just had them drop off a 30 yard for some clean up. I'm pleased with how both dumpsters are handled. Easy to get easy to pickup and great people to deal with.  by Margaret TlustyApril 23Quick and easy to work with…Our Company works with TJ Stewart from Dumpsters.com, and he always makes sure our Dumpsters are on time and can get communications faster to dispatch than I ever could. I like clean, and efficient, and that is how TJ works. This is our busy season, and it feels good knowing you have someone trustworthy and reliable to take care a major part of your work. TJ is that person. Rent a Dumpster OnlineOur innovative online ordering portal makes it easy to select your debris type, pick a dumpster size and choose custom placement. If you have any questions before finalizing your rental, contact our team during business hours at 888-524-8101.
What's included in my roll off dumpster rental?Our all-inclusive roll off dumpster service includes delivery and pickup, an adequate weight limit, a generous rental period, and upfront waste disposal pricing. Reach out to our helpful team if you have any questions about our dumpster service.
Have Questions? Call 888-524-8101 During Business HoursMon - Fri: 8 am - 8 pm EST  Sat: 8 am - 5 pm EST  Roll Off DumpstersRoll Off SizesService Areas10 Yard12 Yard15 Yard20 Yard30 Yard40 YardRoll Off PricesServicesContractor DumpstersConstruction DumpstersDemolition DumpstersConcrete DumpstersRoofing DumpstersYard Waste DumpstersDirt DumpstersResidential DumpstersCommercial ServiceTerms of ServiceSupportOrder OnlineRequest a Project QuoteService DashboardFAQsJoin Our TeamDisposal GuidesConstruction DebrisWood & LumberYard WasteDirtRock & GravelFurnitureAppliancesElectronicsAbout UsAbout UsDumpsters.com CompanyDumpsters.com HeadquartersWebsite Terms of UsePrivacy PolicyU.S. State Privacy RightsPrivacy RequestsSitemapLimit the Use of Sensitive Personal InfoConnectLinkedInFacebookInstagramX (Twitter)PinterestYouTubeNewsletterContact UsBecome a Partner<img src=""https://www.dumpsters.com/images/dumpsters-com-logo-inverse-384x84.png"" alt=""Dumpsters.com Logo"" class=""block h-16 w-auto mx-auto my-md"" />©2025 Dumpsters.com All Rights Reserved | Privacy Policy | Do Not Sell or Share My Personal InformationWe serve homeowners, contractors and businesses by evaluating their disposal needs and coordinating waste removal services, including providing the necessary dumpster equipment.",$--
"630 W 5th St, Los Angeles, CA 90071","Order Summary$-- Dumpster rentals made easy.  Order online now! 1Choose Your Roll Off Dumpster 1. Where do you need the dumpster?2. What do you need the dumpster for?Home/Garage CleanoutHome RemodelYard Cleanup/ LandscapingBathroom/ Kitchen DemoRoofing/Siding Tear DownAnother Typeof Project3. What are you throwing away?Mixed HouseholdTrashConstructionDebrisYard or OrganicMaterialHeavy Stuff(Brick, Dirt, etc)Have questions about accepted and prohibited materials? Click here to see what you can throw away in our dumpsters.Search Available DumpstersChoose the best dumpster size for your project.Holds: 50-70 Trash Bags, or 3 Pickup Truck LoadsBest For: Attic Cleanouts, Light Demolition & Concrete Disposal10 Yard Roll Off $--Available Delivery Dates:Lock in This RateWhat's Included:1-888-524-8101Disclaimer: All dumpster dimensions may vary slightly, but their total volume is accurate. Prices and availability are subject to change.ContinueNeed a Custom Quote? Call 1-888-524-8101 to connect with a dumpster rental expert and get personalized waste removal services for your project's needs.2Service Info & Placement3Payment Information Select Your Dumpster in Five Easy Steps! 1Enter anAddress2Choose a Project3Select YourDebris4SearchDumpsters5Add toCart!Running Multiple Jobsites?Get a dedicated account manager to set up reliable waste solutions for any project nationwide, from roll off dumpsters to portable sanitation. Give us a call to learn more, orRequest a Custom Project QuoteAccepted MaterialsHousehold junk and debris from construction or home improvement projects are typically allowed in a dumpster. Learn more about the items that can be thrown away in most areas.Disclaimer: Local waste ordinances in some service areas prevent us from disposing of certain items normally included in our Flat Rate Pricing. Have questions? Reach out by phone at 1-888-524-8101 or LiveChat.Mixed Household TrashClothing, Toys & KnickknacksWooden Furniture & MattressesAppliances & ElectronicsConstruction DebrisDrywall, Tile, Flooring Materials & CountertopsRoof Shingles & Lumber Yard WasteShrubs & LeavesBranches & LogsTree StumpsHeavy MaterialsBrickBlockAsphaltConcreteRocksDirtPlease note: If you’re throwing more than one type of heavy material in the same dumpster, give our team a call so we can find you the right dumpster rental.Want more info? Check out our Accepted & Prohibitied Materials Page.Prohibited ItemsWhile you can toss most common items in a roll off dumpster, these materials are not allowed:Tires & Railroad TiesIndustrial Drums & Contaminated AbsorbentsFlammable Waste, Including Fuels, Oils, Batteries, Paints & LacquersAsbestos, Medical Waste & Other Hazardous MaterialsInks, Resins & AdhesivesFood WasteRefrigerators, Air Conditioners & Water Tanks",$--
"630 W 5th St, Los Angeles, CA 90071","Order Summary$-- Dumpster rentals made easy.  Order online now! 1Choose Your Roll Off Dumpster 1. Where do you need the dumpster?2. What do you need the dumpster for?Home/Garage CleanoutHome RemodelYard Cleanup/ LandscapingBathroom/ Kitchen DemoRoofing/Siding Tear DownAnother Typeof Project3. What are you throwing away?Mixed HouseholdTrashConstructionDebrisYard or OrganicMaterialHeavy Stuff(Brick, Dirt, etc)Have questions about accepted and prohibited materials? Click here to see what you can throw away in our dumpsters.Search Available DumpstersChoose the best dumpster size for your project.Holds: 50-70 Trash Bags, or 3 Pickup Truck LoadsBest For: Attic Cleanouts, Light Demolition & Concrete Disposal10 Yard Roll Off $--Available Delivery Dates:Lock in This RateWhat's Included:1-888-524-8101Disclaimer: All dumpster dimensions may vary slightly, but their total volume is accurate. Prices and availability are subject to change.ContinueNeed a Custom Quote? Call 1-888-524-8101 to connect with a dumpster rental expert and get personalized waste removal services for your project's needs.2Service Info & Placement3Payment Information Select Your Dumpster in Five Easy Steps! 1Enter anAddress2Choose a Project3Select YourDebris4SearchDumpsters5Add toCart!Running Multiple Jobsites?Get a dedicated account manager to set up reliable waste solutions for any project nationwide, from roll off dumpsters to portable sanitation. Give us a call to learn more, orRequest a Custom Project QuoteAccepted MaterialsHousehold junk and debris from construction or home improvement projects are typically allowed in a dumpster. Learn more about the items that can be thrown away in most areas.Disclaimer: Local waste ordinances in some service areas prevent us from disposing of certain items normally included in our Flat Rate Pricing. Have questions? Reach out by phone at 1-888-524-8101 or LiveChat.Mixed Household TrashClothing, Toys & KnickknacksWooden Furniture & MattressesAppliances & ElectronicsConstruction DebrisDrywall, Tile, Flooring Materials & CountertopsRoof Shingles & Lumber Yard WasteShrubs & LeavesBranches & LogsTree StumpsHeavy MaterialsBrickBlockAsphaltConcreteRocksDirtPlease note: If you’re throwing more than one type of heavy material in the same dumpster, give our team a call so we can find you the right dumpster rental.Want more info? Check out our Accepted & Prohibitied Materials Page.Prohibited ItemsWhile you can toss most common items in a roll off dumpster, these materials are not allowed:Tires & Railroad TiesIndustrial Drums & Contaminated AbsorbentsFlammable Waste, Including Fuels, Oils, Batteries, Paints & LacquersAsbestos, Medical Waste & Other Hazardous MaterialsInks, Resins & AdhesivesFood WasteRefrigerators, Air Conditioners & Water Tanks",$--
"630 W 5th St, Los Angeles, CA 90071","Dumpster rentals made easy.  Order online now! 1Choose Your Roll Off Dumpster 1. Where do you need the dumpster?2. What do you need the dumpster for?Home/Garage CleanoutHome RemodelYard Cleanup/ LandscapingBathroom/ Kitchen DemoRoofing/Siding Tear DownAnother Typeof Project3. What are you throwing away?Mixed HouseholdTrashConstructionDebrisYard or OrganicMaterialHeavy Stuff(Brick, Dirt, etc)Have questions about accepted and prohibited materials? Click here to see what you can throw away in our dumpsters.Search Available DumpstersChoose the best dumpster size for your project.Holds: 50-70 Trash Bags, or 3 Pickup Truck LoadsBest For: Attic Cleanouts, Light Demolition & Concrete Disposal10 Yard Roll Off $--Available Delivery Dates:Lock in This RateWhat's Included:1-888-524-8101Disclaimer: All dumpster dimensions may vary slightly, but their total volume is accurate. Prices and availability are subject to change.ContinueNeed a Custom Quote? Call 1-888-524-8101 to connect with a dumpster rental expert and get personalized waste removal services for your project's needs.2Service Info & Placement3Payment Information Select Your Dumpster in Five Easy Steps! 1Enter anAddress2Choose a Project3Select YourDebris4SearchDumpsters5Add toCart!Running Multiple Jobsites?Get a dedicated account manager to set up reliable waste solutions for any project nationwide, from roll off dumpsters to portable sanitation. Give us a call to learn more, orRequest a Custom Project Quote",$--
"630 W 5th St, Los Angeles, CA 90071","Dumpster rentals made easy.  Order online now! 1Choose Your Roll Off Dumpster 1. Where do you need the dumpster?2. What do you need the dumpster for?Home/Garage CleanoutHome RemodelYard Cleanup/ LandscapingBathroom/ Kitchen DemoRoofing/Siding Tear DownAnother Typeof Project3. What are you throwing away?Mixed HouseholdTrashConstructionDebrisYard or OrganicMaterialHeavy Stuff(Brick, Dirt, etc)Have questions about accepted and prohibited materials? Click here to see what you can throw away in our dumpsters.Search Available DumpstersChoose the best dumpster size for your project.Holds: 50-70 Trash Bags, or 3 Pickup Truck LoadsBest For: Attic Cleanouts, Light Demolition & Concrete Disposal10 Yard Roll Off $--Available Delivery Dates:Lock in This RateWhat's Included:1-888-524-8101Disclaimer: All dumpster dimensions may vary slightly, but their total volume is accurate. Prices and availability are subject to change.ContinueNeed a Custom Quote? Call 1-888-524-8101 to connect with a dumpster rental expert and get personalized waste removal services for your project's needs.2Service Info & Placement3Payment Information",$--
"630 W 5th St, Los Angeles, CA 90071",2. What do you need the dumpster for?Home/Garage CleanoutHome RemodelYard Cleanup/ LandscapingBathroom/ Kitchen DemoRoofing/Siding Tear DownAnother Typeof Project,$--
"630 W 5th St, Los Angeles, CA 90071","Choose the best dumpster size for your project.Holds: 50-70 Trash Bags, or 3 Pickup Truck LoadsBest For: Attic Cleanouts, Light Demolition & Concrete Disposal10 Yard Roll Off $--Available Delivery Dates:Lock in This RateWhat's Included:1-888-524-8101",$--
"630 W 5th St, Los Angeles, CA 90071","Holds: 50-70 Trash Bags, or 3 Pickup Truck LoadsBest For: Attic Cleanouts, Light Demolition & Concrete Disposal10 Yard Roll Off $--Available Delivery Dates:Lock in This RateWhat's Included:1-888-524-8101",$--
"630 W 5th St, Los Angeles, CA 90071","Holds: 50-70 Trash Bags, or 3 Pickup Truck LoadsBest For: Attic Cleanouts, Light Demolition & Concrete Disposal10 Yard Roll Off $--Available Delivery Dates:Lock in This RateWhat's Included:",$--
"630 W 5th St, Los Angeles, CA 90071",10 Yard Roll Off $--Available Delivery Dates:Lock in This RateWhat's Included:,$--
